date,pnl,daily_pnl,state,acct_pnl,actual_balance,bankroll,pa_days,pa_wins,payout_num,eval_days,tag
2022-06-16,-420,0,resetting,0.0,0.0,5153,0,0,0,0,eval_failed_trailing_dd
2022-06-23,704,704,eval,704.0,704.0,5153,0,0,0,7,eval_trade
2022-06-27,704,704,eval,1408.0,1408.0,5153,0,0,0,11,eval_trade
2022-06-29,704,704,pa,0.0,25000.0,5048,0,0,0,0,passed_eval
2022-07-14,-420,-420,pa,-420.0,24580.0,5048,1,0,0,0,pa_trade
2022-07-25,-420,-420,pa,-840.0,24160.0,5048,2,0,0,0,pa_trade
2022-08-02,-420,-420,pa,-1260.0,23740.0,5048,3,0,0,0,pa_trade
2022-08-04,-420,0,resetting,0.0,0.0,5008,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1680, threshold: $-1500)"
2022-08-10,704,704,eval,704.0,704.0,5008,0,0,0,6,eval_trade
2022-08-11,-420,-420,eval,284.0,284.0,5008,0,0,0,7,eval_trade
2022-08-17,-420,-420,eval,-136.0,-136.0,5008,0,0,0,13,eval_trade
2022-08-31,-420,-420,eval,-556.0,-556.0,5008,0,0,0,27,eval_trade
2022-09-05,704,704,resetting,0.0,0.0,4968,0,0,0,0,eval_expired_30days
2022-09-06,704,704,eval,704.0,704.0,4968,0,0,0,1,eval_trade
2022-09-08,704,704,eval,1408.0,1408.0,4968,0,0,0,3,eval_trade
2022-09-19,-420,-420,eval,988.0,988.0,4968,0,0,0,14,eval_trade
2022-09-20,-420,-420,eval,568.0,568.0,4968,0,0,0,15,eval_trade
2022-09-21,704,704,eval,1272.0,1272.0,4968,0,0,0,16,eval_trade
2022-09-27,704,704,pa,0.0,25000.0,4863,0,0,0,0,passed_eval
2022-10-03,704,704,pa,704.0,25704.0,4863,1,1,0,0,pa_trade
2022-10-05,-420,-420,pa,284.0,25284.0,4863,2,1,0,0,pa_trade
2022-10-11,-420,-420,pa,-136.0,24864.0,4863,3,1,0,0,pa_trade
2022-10-19,704,704,pa,568.0,25568.0,4863,4,2,0,0,pa_trade
2022-10-20,-420,-420,pa,148.0,25148.0,4863,5,2,0,0,pa_trade
2022-10-24,-420,-420,pa,-272.0,24728.0,4863,6,2,0,0,pa_trade
2022-10-25,-420,-420,pa,-692.0,24308.0,4863,7,2,0,0,pa_trade
2022-11-08,-420,0,resetting,0.0,0.0,4823,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1112, threshold: $-796)"
2022-11-15,-420,-420,eval,-420.0,-420.0,4823,0,0,0,7,eval_trade
2022-11-23,-420,-420,eval,-840.0,-840.0,4823,0,0,0,15,eval_trade
2022-12-07,-420,-420,eval,-1260.0,-1260.0,4823,0,0,0,29,eval_trade
2022-12-13,-420,-420,resetting,0.0,0.0,4783,0,0,0,0,eval_expired_30days
2022-12-20,-420,-420,eval,-420.0,-420.0,4783,0,0,0,7,eval_trade
2022-12-22,-420,-420,eval,-840.0,-840.0,4783,0,0,0,9,eval_trade
2022-12-26,-420,-420,eval,-1260.0,-1260.0,4783,0,0,0,13,eval_trade
2023-01-04,-420,0,resetting,0.0,0.0,4743,0,0,0,0,eval_failed_trailing_dd
2023-01-09,-420,-420,eval,-420.0,-420.0,4743,0,0,0,5,eval_trade
2023-01-18,-420,-420,eval,-840.0,-840.0,4743,0,0,0,14,eval_trade
2023-01-24,-420,-420,eval,-1260.0,-1260.0,4743,0,0,0,20,eval_trade
2023-02-06,-420,-420,resetting,0.0,0.0,4703,0,0,0,0,eval_expired_30days
2023-02-07,-420,-420,eval,-420.0,-420.0,4703,0,0,0,1,eval_trade
2023-02-09,-420,-420,eval,-840.0,-840.0,4703,0,0,0,3,eval_trade
2023-02-15,-420,-420,eval,-1260.0,-1260.0,4703,0,0,0,9,eval_trade
2023-02-16,704,704,eval,-556.0,-556.0,4703,0,0,0,10,eval_trade
2023-02-20,704,704,eval,148.0,148.0,4703,0,0,0,14,eval_trade
2023-02-23,-420,-420,eval,-272.0,-272.0,4703,0,0,0,17,eval_trade
2023-02-27,-420,-420,eval,-692.0,-692.0,4703,0,0,0,21,eval_trade
2023-02-28,-420,-420,eval,-1112.0,-1112.0,4703,0,0,0,22,eval_trade
2023-03-01,704,704,eval,-408.0,-408.0,4703,0,0,0,23,eval_trade
2023-03-07,-420,-420,eval,-828.0,-828.0,4703,0,0,0,29,eval_trade
2023-03-09,-420,-420,resetting,0.0,0.0,4663,0,0,0,0,eval_expired_30days
2023-03-15,-420,-420,eval,-420.0,-420.0,4663,0,0,0,6,eval_trade
2023-03-28,704,704,eval,284.0,284.0,4663,0,0,0,19,eval_trade
2023-03-30,-420,-420,eval,-136.0,-136.0,4663,0,0,0,21,eval_trade
2023-04-05,704,704,eval,568.0,568.0,4663,0,0,0,27,eval_trade
2023-04-10,-420,-420,resetting,0.0,0.0,4623,0,0,0,0,eval_expired_30days
2023-04-13,-420,-420,eval,-420.0,-420.0,4623,0,0,0,3,eval_trade
2023-05-01,-420,-420,eval,-840.0,-840.0,4623,0,0,0,21,eval_trade
2023-05-10,-420,-420,eval,-1260.0,-1260.0,4623,0,0,0,30,eval_trade
2023-05-11,-420,-420,resetting,0.0,0.0,4583,0,0,0,0,eval_expired_30days
2023-05-17,704,704,eval,704.0,704.0,4583,0,0,0,6,eval_trade
2023-05-22,-420,-420,eval,284.0,284.0,4583,0,0,0,11,eval_trade
2023-06-05,-420,-420,eval,-136.0,-136.0,4583,0,0,0,25,eval_trade
2023-06-06,-420,-420,eval,-556.0,-556.0,4583,0,0,0,26,eval_trade
2023-06-20,-420,-420,resetting,0.0,0.0,4543,0,0,0,0,eval_expired_30days
2023-06-29,704,704,eval,704.0,704.0,4543,0,0,0,9,eval_trade
2023-07-04,704,704,eval,1408.0,1408.0,4543,0,0,0,14,eval_trade
2023-07-12,704,704,pa,0.0,25000.0,4438,0,0,0,0,passed_eval
2023-07-13,-420,-420,pa,-420.0,24580.0,4438,1,0,0,0,pa_trade
2023-07-18,704,704,pa,284.0,25284.0,4438,2,1,0,0,pa_trade
2023-07-20,-420,-420,pa,-136.0,24864.0,4438,3,1,0,0,pa_trade
2023-07-26,704,704,pa,568.0,25568.0,4438,4,2,0,0,pa_trade
2023-08-03,704,704,pa,1272.0,26272.0,4438,5,3,0,0,pa_trade
2023-08-14,-420,-420,pa,852.0,25852.0,4438,6,3,0,0,pa_trade
2023-08-16,-420,-420,pa,432.0,25432.0,4438,7,3,0,0,pa_trade
2023-08-23,704,704,pa,1136.0,26136.0,4438,8,4,0,0,pa_trade
2023-08-29,-420,-420,pa,716.0,25716.0,4438,9,4,0,0,pa_trade
2023-09-04,704,704,pa,1420.0,26420.0,4438,10,5,0,0,pa_trade
2023-09-13,704,704,pa,1100.0,26100.0,5462,0,0,1,0,payout_1_$1024
2023-09-14,-420,-420,pa,680.0,25680.0,5462,1,0,1,0,pa_trade
2023-09-20,704,704,pa,1384.0,26384.0,5462,2,1,1,0,pa_trade
2023-09-21,-420,-420,pa,964.0,25964.0,5462,3,1,1,0,pa_trade
2023-09-27,-420,-420,pa,544.0,25544.0,5462,4,1,1,0,pa_trade
2023-10-04,-420,-420,pa,124.0,25124.0,5462,5,1,1,0,pa_trade
2023-10-05,-420,0,resetting,0.0,0.0,5422,0,0,0,0,"pa_failed_trailing_dd (PnL: $-296, threshold: $100)"
2023-10-09,704,704,eval,704.0,704.0,5422,0,0,0,4,eval_trade
2023-10-10,704,704,eval,1408.0,1408.0,5422,0,0,0,5,eval_trade
2023-10-11,-420,-420,eval,988.0,988.0,5422,0,0,0,6,eval_trade
2023-10-17,704,704,pa,0.0,25000.0,5317,0,0,0,0,passed_eval
2023-10-18,-420,-420,pa,-420.0,24580.0,5317,1,0,0,0,pa_trade
2023-10-19,-420,-420,pa,-840.0,24160.0,5317,2,0,0,0,pa_trade
2023-10-23,-420,-420,pa,-1260.0,23740.0,5317,3,0,0,0,pa_trade
2023-10-25,704,704,pa,-556.0,24444.0,5317,4,1,0,0,pa_trade
2023-11-01,704,704,pa,148.0,25148.0,5317,5,2,0,0,pa_trade
2023-11-13,704,704,pa,852.0,25852.0,5317,6,3,0,0,pa_trade
2023-11-14,704,704,pa,1556.0,26556.0,5317,7,4,0,0,pa_trade
2023-11-20,-420,-420,pa,1136.0,26136.0,5317,8,4,0,0,pa_trade
2023-11-28,704,704,pa,1100.0,26100.0,6057,0,0,1,0,payout_1_$740
2023-12-04,704,704,pa,1804.0,26804.0,6057,1,1,1,0,pa_trade
2023-12-05,-420,-420,pa,1384.0,26384.0,6057,2,1,1,0,pa_trade
2023-12-13,-420,-420,pa,964.0,25964.0,6057,3,1,1,0,pa_trade
2023-12-18,704,704,pa,1668.0,26668.0,6057,4,2,1,0,pa_trade
2023-12-19,-420,-420,pa,1248.0,26248.0,6057,5,2,1,0,pa_trade
2023-12-25,704,704,pa,1952.0,26952.0,6057,6,3,1,0,pa_trade
2023-12-27,-420,-420,pa,1532.0,26532.0,6057,7,3,1,0,pa_trade
2024-01-02,704,704,pa,2236.0,27236.0,6057,8,4,1,0,pa_trade
2024-01-10,704,704,pa,1440.0,26440.0,7557,0,0,2,0,payout_2_$1500
2024-01-11,-420,-420,pa,1020.0,26020.0,7557,1,0,2,0,pa_trade
2024-01-15,704,704,pa,1724.0,26724.0,7557,2,1,2,0,pa_trade
2024-01-17,704,704,pa,2428.0,27428.0,7557,3,2,2,0,pa_trade
2024-01-18,704,704,pa,3132.0,28132.0,7557,4,3,2,0,pa_trade
2024-01-23,704,704,pa,3836.0,28836.0,7557,5,4,2,0,pa_trade
2024-01-25,704,704,pa,4540.0,29540.0,7557,6,5,2,0,pa_trade
2024-02-01,-420,-420,pa,4120.0,29120.0,7557,7,5,2,0,pa_trade
2024-02-05,704,704,pa,3324.0,28324.0,9057,0,0,3,0,payout_3_$1500
2024-02-13,-420,-420,pa,2904.0,27904.0,9057,1,0,3,0,pa_trade
2024-02-14,704,704,pa,3608.0,28608.0,9057,2,1,3,0,pa_trade
2024-02-19,704,704,pa,4312.0,29312.0,9057,3,2,3,0,pa_trade
2024-02-20,704,704,pa,5016.0,30016.0,9057,4,3,3,0,pa_trade
2024-02-21,704,704,pa,5720.0,30720.0,9057,5,4,3,0,pa_trade
2024-02-29,704,704,pa,6424.0,31424.0,9057,6,5,3,0,pa_trade
2024-03-04,704,704,pa,7128.0,32128.0,9057,7,6,3,0,pa_trade
2024-03-06,704,704,pa,6332.0,31332.0,10557,0,0,4,0,payout_4_$1500
2024-03-11,704,704,pa,7036.0,32036.0,10557,1,1,4,0,pa_trade
2024-03-18,-420,-420,pa,6616.0,31616.0,10557,2,1,4,0,pa_trade
2024-03-20,704,704,pa,7320.0,32320.0,10557,3,2,4,0,pa_trade
2024-03-25,704,704,pa,8024.0,33024.0,10557,4,3,4,0,pa_trade
2024-04-01,-420,-420,pa,7604.0,32604.0,10557,5,3,4,0,pa_trade
2024-04-15,-420,-420,pa,7184.0,32184.0,10557,6,3,4,0,pa_trade
2024-04-18,704,704,pa,7888.0,32888.0,10557,7,4,4,0,pa_trade
2024-04-23,-420,-420,pa,7468.0,32468.0,10557,8,4,4,0,pa_trade
2024-05-07,-420,-420,pa,7048.0,32048.0,10557,9,4,4,0,pa_trade
2024-05-14,-420,-420,pa,6628.0,31628.0,10557,10,4,4,0,pa_trade
2024-05-15,-420,-420,pa,6208.0,31208.0,10557,11,4,4,0,pa_trade
2024-05-20,-420,-420,pa,5788.0,30788.0,10557,12,4,4,0,pa_trade
2024-05-21,-420,-420,pa,5368.0,30368.0,10557,13,4,4,0,pa_trade
2024-05-22,704,704,pa,4572.0,29572.0,12057,0,0,5,0,payout_5_$1500
2024-05-29,-420,-420,pa,4152.0,29152.0,12057,1,0,5,0,pa_trade
2024-05-30,704,704,pa,4856.0,29856.0,12057,2,1,5,0,pa_trade
2024-06-04,-420,-420,pa,4436.0,29436.0,12057,3,1,5,0,pa_trade
2024-06-05,-420,-420,pa,4016.0,29016.0,12057,4,1,5,0,pa_trade
2024-06-06,704,704,pa,4720.0,29720.0,12057,5,2,5,0,pa_trade
2024-06-13,-420,-420,pa,4300.0,29300.0,12057,6,2,5,0,pa_trade
2024-06-19,704,704,pa,5004.0,30004.0,12057,7,3,5,0,pa_trade
2024-06-26,-420,-420,pa,4584.0,29584.0,12057,8,3,5,0,pa_trade
2024-06-27,704,704,pa,5288.0,30288.0,12057,9,4,5,0,pa_trade
2024-07-04,704,704,pa,4492.0,29492.0,13557,0,0,6,0,payout_6_$1500
2024-07-08,-420,-420,pa,4072.0,29072.0,13557,1,0,6,0,pa_trade
2024-07-09,704,704,pa,4776.0,29776.0,13557,2,1,6,0,pa_trade
2024-07-15,-420,-420,pa,4356.0,29356.0,13557,3,1,6,0,pa_trade
2024-07-16,704,704,pa,5060.0,30060.0,13557,4,2,6,0,pa_trade
2024-07-29,-420,-420,pa,4640.0,29640.0,13557,5,2,6,0,pa_trade
2024-07-31,-420,-420,pa,4220.0,29220.0,13557,6,2,6,0,pa_trade
2024-08-01,704,704,pa,4924.0,29924.0,13557,7,3,6,0,pa_trade
2024-08-05,704,704,pa,5628.0,30628.0,13557,8,4,6,0,pa_trade
2024-08-12,704,704,pa,4832.0,29832.0,15057,0,0,7,0,payout_7_$1500
2024-08-13,-420,-420,pa,4412.0,29412.0,15057,1,0,7,0,pa_trade
2024-08-15,-420,-420,pa,3992.0,28992.0,15057,2,0,7,0,pa_trade
2024-08-19,-420,-420,pa,3572.0,28572.0,15057,3,0,7,0,pa_trade
2024-08-21,-420,-420,pa,3152.0,28152.0,15057,4,0,7,0,pa_trade
2024-08-29,-420,-420,pa,2732.0,27732.0,15057,5,0,7,0,pa_trade
2024-09-03,704,704,pa,3436.0,28436.0,15057,6,1,7,0,pa_trade
2024-09-05,704,704,pa,4140.0,29140.0,15057,7,2,7,0,pa_trade
2024-09-11,704,704,pa,4844.0,29844.0,15057,8,3,7,0,pa_trade
2024-09-12,-420,-420,pa,4424.0,29424.0,15057,9,3,7,0,pa_trade
2024-09-17,-420,-420,pa,4004.0,29004.0,15057,10,3,7,0,pa_trade
2024-09-18,-420,-420,pa,3584.0,28584.0,15057,11,3,7,0,pa_trade
2024-09-23,-420,-420,pa,3164.0,28164.0,15057,12,3,7,0,pa_trade
2024-09-25,704,704,pa,3868.0,28868.0,15057,13,4,7,0,pa_trade
2024-09-30,704,704,pa,3072.0,28072.0,16557,0,0,8,0,payout_8_$1500
2024-10-03,704,704,pa,3776.0,28776.0,16557,1,1,8,0,pa_trade
2024-10-09,-420,-420,pa,3356.0,28356.0,16557,2,1,8,0,pa_trade
2024-10-16,-420,-420,pa,2936.0,27936.0,16557,3,1,8,0,pa_trade
2024-10-22,-420,-420,pa,2516.0,27516.0,16557,4,1,8,0,pa_trade
2024-10-28,-420,-420,pa,2096.0,27096.0,16557,5,1,8,0,pa_trade
2024-10-29,-420,-420,pa,1676.0,26676.0,16557,6,1,8,0,pa_trade
2024-10-30,-420,-420,pa,1256.0,26256.0,16557,7,1,8,0,pa_trade
2024-11-04,-420,-420,pa,836.0,25836.0,16557,8,1,8,0,pa_trade
2024-11-05,-420,-420,pa,416.0,25416.0,16557,9,1,8,0,pa_trade
2024-11-11,-420,0,resetting,0.0,0.0,16517,0,0,0,0,"pa_failed_trailing_dd (PnL: $-4, threshold: $100)"
2024-11-12,-420,-420,eval,-420.0,-420.0,16517,0,0,0,1,eval_trade
2024-11-13,-420,-420,eval,-840.0,-840.0,16517,0,0,0,2,eval_trade
2024-11-14,704,704,eval,-136.0,-136.0,16517,0,0,0,3,eval_trade
2024-11-20,-420,-420,eval,-556.0,-556.0,16517,0,0,0,9,eval_trade
2024-11-25,-420,-420,eval,-976.0,-976.0,16517,0,0,0,14,eval_trade
2024-11-28,-420,-420,eval,-1396.0,-1396.0,16517,0,0,0,17,eval_trade
2024-12-19,-420,-420,resetting,0.0,0.0,16477,0,0,0,0,eval_expired_30days
2024-12-25,-420,-420,eval,-420.0,-420.0,16477,0,0,0,6,eval_trade
2024-12-26,704,704,eval,284.0,284.0,16477,0,0,0,7,eval_trade
2025-01-20,-420,-420,resetting,0.0,0.0,16437,0,0,0,0,eval_expired_30days
2025-01-21,704,704,eval,704.0,704.0,16437,0,0,0,1,eval_trade
2025-01-28,704,704,eval,1408.0,1408.0,16437,0,0,0,8,eval_trade
2025-01-29,704,704,pa,0.0,25000.0,16332,0,0,0,0,passed_eval
2025-01-30,704,704,pa,704.0,25704.0,16332,1,1,0,0,pa_trade
2025-02-04,-420,-420,pa,284.0,25284.0,16332,2,1,0,0,pa_trade
2025-02-06,-420,-420,pa,-136.0,24864.0,16332,3,1,0,0,pa_trade
2025-02-12,-420,-420,pa,-556.0,24444.0,16332,4,1,0,0,pa_trade
2025-02-13,704,704,pa,148.0,25148.0,16332,5,2,0,0,pa_trade
2025-02-17,704,704,pa,852.0,25852.0,16332,6,3,0,0,pa_trade
2025-02-18,-420,-420,pa,432.0,25432.0,16332,7,3,0,0,pa_trade
2025-02-26,-420,-420,pa,12.0,25012.0,16332,8,3,0,0,pa_trade
2025-02-27,704,704,pa,716.0,25716.0,16332,9,4,0,0,pa_trade
2025-03-10,704,704,pa,1420.0,26420.0,16332,10,5,0,0,pa_trade
2025-03-12,-420,-420,pa,1000.0,26000.0,16332,11,5,0,0,pa_trade
2025-03-19,704,704,pa,1100.0,26100.0,16936,0,0,1,0,payout_1_$604
2025-03-24,-420,-420,pa,680.0,25680.0,16936,1,0,1,0,pa_trade
2025-03-25,-420,-420,pa,260.0,25260.0,16936,2,0,1,0,pa_trade
2025-03-27,-420,0,resetting,0.0,0.0,16896,0,0,0,0,"pa_failed_trailing_dd (PnL: $-160, threshold: $100)"
2025-04-07,704,704,eval,704.0,704.0,16896,0,0,0,11,eval_trade
2025-04-08,-420,-420,eval,284.0,284.0,16896,0,0,0,12,eval_trade
2025-04-10,704,704,eval,988.0,988.0,16896,0,0,0,14,eval_trade
2025-04-15,704,704,pa,0.0,25000.0,16791,0,0,0,0,passed_eval
2025-04-24,-420,-420,pa,-420.0,24580.0,16791,1,0,0,0,pa_trade
2025-04-28,-420,-420,pa,-840.0,24160.0,16791,2,0,0,0,pa_trade
2025-04-30,-420,-420,pa,-1260.0,23740.0,16791,3,0,0,0,pa_trade
2025-05-05,704,704,pa,-556.0,24444.0,16791,4,1,0,0,pa_trade
2025-05-07,704,704,pa,148.0,25148.0,16791,5,2,0,0,pa_trade
2025-05-08,-420,-420,pa,-272.0,24728.0,16791,6,2,0,0,pa_trade
2025-05-15,-420,-420,pa,-692.0,24308.0,16791,7,2,0,0,pa_trade
2025-05-19,-420,-420,pa,-1112.0,23888.0,16791,8,2,0,0,pa_trade
2025-05-20,-420,0,resetting,0.0,0.0,16751,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1532, threshold: $-1352)"
2025-05-28,-420,-420,eval,-420.0,-420.0,16751,0,0,0,8,eval_trade
2025-05-29,-420,-420,eval,-840.0,-840.0,16751,0,0,0,9,eval_trade
2025-06-03,-420,-420,eval,-1260.0,-1260.0,16751,0,0,0,14,eval_trade
2025-06-09,704,704,eval,-556.0,-556.0,16751,0,0,0,20,eval_trade
2025-06-11,704,704,eval,148.0,148.0,16751,0,0,0,22,eval_trade
2025-06-12,704,704,eval,852.0,852.0,16751,0,0,0,23,eval_trade
2025-06-18,704,704,pa,0.0,25000.0,16646,0,0,0,0,passed_eval
2025-06-23,-420,-420,pa,-420.0,24580.0,16646,1,0,0,0,pa_trade
2025-06-24,-420,-420,pa,-840.0,24160.0,16646,2,0,0,0,pa_trade
2025-06-30,-420,-420,pa,-1260.0,23740.0,16646,3,0,0,0,pa_trade
2025-07-02,-420,0,resetting,0.0,0.0,16606,0,0,0,0,"pa_failed_trailing_dd (PnL: $-1680, threshold: $-1500)"
2025-07-08,704,704,eval,704.0,704.0,16606,0,0,0,6,eval_trade
2025-07-24,-420,-420,eval,284.0,284.0,16606,0,0,0,22,eval_trade
2025-07-28,704,704,eval,988.0,988.0,16606,0,0,0,26,eval_trade
2025-07-30,704,704,pa,0.0,25000.0,16501,0,0,0,0,passed_eval
2025-07-31,-420,-420,pa,-420.0,24580.0,16501,1,0,0,0,pa_trade
2025-08-06,704,704,pa,284.0,25284.0,16501,2,1,0,0,pa_trade
2025-08-07,-420,-420,pa,-136.0,24864.0,16501,3,1,0,0,pa_trade
2025-08-19,704,704,pa,568.0,25568.0,16501,4,2,0,0,pa_trade
2025-08-25,704,704,pa,1272.0,26272.0,16501,5,3,0,0,pa_trade
2025-08-26,-420,-420,pa,852.0,25852.0,16501,6,3,0,0,pa_trade
2025-08-27,-420,-420,pa,432.0,25432.0,16501,7,3,0,0,pa_trade
2025-09-01,704,704,pa,1136.0,26136.0,16501,8,4,0,0,pa_trade
2025-09-04,704,704,pa,1100.0,26100.0,17241,0,0,1,0,payout_1_$740
2025-09-08,704,704,pa,1804.0,26804.0,17241,1,1,1,0,pa_trade
2025-09-10,-420,-420,pa,1384.0,26384.0,17241,2,1,1,0,pa_trade
2025-09-15,704,704,pa,2088.0,27088.0,17241,3,2,1,0,pa_trade
2025-09-17,704,704,pa,2792.0,27792.0,17241,4,3,1,0,pa_trade
2025-09-18,-420,-420,pa,2372.0,27372.0,17241,5,3,1,0,pa_trade
2025-09-22,-420,-420,pa,1952.0,26952.0,17241,6,3,1,0,pa_trade
2025-09-25,-420,-420,pa,1532.0,26532.0,17241,7,3,1,0,pa_trade
2025-10-01,704,704,pa,2236.0,27236.0,17241,8,4,1,0,pa_trade
2025-10-02,704,704,pa,1440.0,26440.0,18741,0,0,2,0,payout_2_$1500
2025-10-06,-420,-420,pa,1020.0,26020.0,18741,1,0,2,0,pa_trade
2025-10-07,-420,-420,pa,600.0,25600.0,18741,2,0,2,0,pa_trade
2025-10-09,-420,-420,pa,180.0,25180.0,18741,3,0,2,0,pa_trade
2025-10-21,-420,0,resetting,0.0,0.0,18701,0,0,0,0,"pa_failed_trailing_dd (PnL: $-240, threshold: $100)"
2025-10-22,-420,-420,eval,-420.0,-420.0,18701,0,0,0,1,eval_trade
2025-10-23,704,704,eval,284.0,284.0,18701,0,0,0,2,eval_trade
2025-10-28,704,704,eval,988.0,988.0,18701,0,0,0,7,eval_trade
2025-10-29,704,704,pa,0.0,25000.0,18596,0,0,0,0,passed_eval
2025-10-30,-420,-420,pa,-420.0,24580.0,18596,1,0,0,0,pa_trade
2025-11-03,704,704,pa,284.0,25284.0,18596,2,1,0,0,pa_trade
2025-11-04,704,704,pa,988.0,25988.0,18596,3,2,0,0,pa_trade
2025-11-11,704,704,pa,1692.0,26692.0,18596,4,3,0,0,pa_trade
2025-11-17,704,704,pa,2396.0,27396.0,18596,5,4,0,0,pa_trade
2025-11-19,-420,-420,pa,1976.0,26976.0,18596,6,4,0,0,pa_trade
